// Intrepid WormE 3D contacts, Projection: LAM_AUST2, Datum: GDA94
// Intrepid assumes the solutions are below a aero-survey drape surface (zero value), with Z positive upwards
Contact,Easting,Northing,Elevation,Anomaly
Contact60,-507443.000000,-2964252.000000,-15800.000000,0.007857
Contact60,-451898.156250,-2967002.500000,-15800.000000,0.005337
Contact60,-413858.406250,-2979208.250000,-15800.000000,0.003585
Contact61,-29333.333984,-2955138.000000,-15800.000000,0.003331
Contact61,-110400.000000,-2975285.750000,-15800.000000,0.007255
Contact61,-193600.000000,-2983124.250000,-15800.000000,0.008587
Contact61,-276800.000000,-2978726.750000,-15800.000000,0.006592
Contact61,-340800.000000,-2980219.500000,-15800.000000,0.010770
Contact61,-355733.343750,-2977738.250000,-15800.000000,0.008581
Contact61,-188266.671875,-2972479.750000,-3300.000000,0.005658
Contact61,-212800.000000,-2983127.750000,-3300.000000,0.009952
Contact61,-241600.000000,-2978348.000000,-3300.000000,0.009864
Contact61,-270400.000000,-2975231.500000,-3300.000000,0.009088
Contact61,-282917.906250,-2981584.500000,-3300.000000,0.002723
Contact62,1611214.250000,-2954133.250000,-15800.000000,0.001968
Contact62,1610818.125000,-3016000.000000,-15800.000000,0.003939
Contact62,1607800.250000,-3080000.000000,-15800.000000,0.003177
Contact62,1621635.125000,-3139501.750000,-15800.000000,0.003327
Contact62,1623530.500000,-3201600.000000,-15800.000000,0.002631
Contact62,1622686.750000,-3216533.250000,-15800.000000,0.001885
Contact63,-1021900.625000,-3005900.500000,-15800.000000,0.001655
Contact63,-1034353.437500,-3039935.250000,-15800.000000,0.002954
Contact63,-1024126.312500,-3066540.250000,-15800.000000,0.002605
Contact63,-1009160.187500,-3087906.500000,-15800.000000,0.001933
Contact64,1050133.375000,-3017576.750000,-15800.000000,0.001832
Contact64,1080087.500000,-3033154.250000,-15800.000000,0.002088
Contact64,1103447.875000,-3067099.500000,-15800.000000,0.002579
Contact64,1124826.125000,-3092826.250000,-15800.000000,0.003198
Contact64,1136357.875000,-3100091.250000,-15800.000000,0.002813
Contact64,1136357.875000,-3100091.250000,-15800.000000,0.002813
Contact65,1049053.375000,-3029880.000000,-15800.000000,0.001702
Contact65,1042399.312500,-3061001.500000,-15800.000000,0.001346
Contact65,1062437.000000,-3092800.000000,-15800.000000,0.001082
Contact65,1082963.250000,-3126720.500000,-15800.000000,0.001387
Contact65,1083735.000000,-3139733.250000,-15800.000000,0.000815
Contact66,1391396.000000,-3029933.500000,-15800.000000,0.000606
Contact66,1378436.500000,-3058896.750000,-15800.000000,0.001038
Contact66,1362444.250000,-3092800.000000,-15800.000000,0.000906
Contact66,1340059.250000,-3131407.500000,-15800.000000,0.000563
Contact66,1331883.250000,-3135316.750000,-15800.000000,0.000626
Contact67,1749998.000000,-3082564.500000,-15800.000000,0.001521
Contact67,1738708.500000,-3118400.000000,-15800.000000,0.001900
Contact67,1726687.375000,-3156800.000000,-15800.000000,0.002348
Contact67,1713600.000000,-3181215.500000,-15800.000000,0.002737
Contact67,1705066.625000,-3181495.250000,-15800.000000,0.002647
Contact68,845576.750000,-3088776.750000,-15800.000000,0.000779
Contact68,856221.375000,-3113472.250000,-15800.000000,0.000578
Contact68,882612.125000,-3130078.750000,-15800.000000,0.000546
Contact68,905146.437500,-3146213.000000,-15800.000000,0.000825
Contact68,911672.250000,-3159139.000000,-15800.000000,0.000811
Contact68,831405.437500,-3071405.500000,-3300.000000,0.003460
Contact68,841184.562500,-3085451.250000,-3300.000000,0.002163
Contact68,850914.437500,-3105497.500000,-3300.000000,0.002583
Contact68,865600.000000,-3115646.750000,-3300.000000,0.001493
Contact68,873066.687500,-3116015.750000,-3300.000000,0.000542
Contact69,-1291558.250000,-3119145.750000,-15800.000000,0.002765
Contact69,-1273702.750000,-3143863.500000,-15800.000000,0.001417
Contact69,-1274677.250000,-3176384.250000,-15800.000000,0.001826
Contact69,-1261776.000000,-3213011.500000,-15800.000000,0.001867
Contact69,-1265199.625000,-3196494.750000,-3300.000000,0.006052
Contact69,-1262348.250000,-3220800.000000,-3300.000000,0.007058
Contact69,-1263072.375000,-3241461.000000,-3300.000000,0.006348
Contact69,-1262182.000000,-3262400.000000,-3300.000000,0.008036
Contact70,-1754554.125000,-3138246.000000,-15800.000000,0.000566
Contact70,-1748090.875000,-3169600.000000,-15800.000000,0.000811
Contact70,-1744543.250000,-3208000.000000,-15800.000000,0.000706
Contact70,-1763723.625000,-3239990.250000,-15800.000000,0.000983
Contact70,-1774344.250000,-3251421.500000,-15800.000000,0.001243
Contact71,781333.312500,-3153114.750000,-15800.000000,0.001968
Contact71,816826.875000,-3173093.500000,-15800.000000,0.001745
Contact71,848653.187500,-3198519.750000,-15800.000000,0.001397
Contact71,900800.000000,-3206726.750000,-15800.000000,0.001481
Contact71,743858.500000,-3132125.250000,-3300.000000,0.003389
Contact71,766400.000000,-3144567.750000,-3300.000000,0.002800
Contact71,795200.000000,-3150798.250000,-3300.000000,0.006740
Contact71,810789.000000,-3163342.250000,-3300.000000,0.003760
Contact71,791024.437500,-3172709.000000,-3300.000000,0.001551
Contact71,791024.437500,-3172709.000000,-3300.000000,0.001551
Contact72,1530590.875000,-3156342.500000,-15800.000000,0.001057
Contact72,1523179.000000,-3233600.000000,-15800.000000,0.001619
Contact72,1508388.875000,-3303358.500000,-15800.000000,0.001407
Contact72,1502608.250000,-3380800.000000,-15800.000000,0.000799
Contact72,1497074.375000,-3447992.250000,-15800.000000,0.001288
Contact72,1494905.875000,-3450160.750000,-15800.000000,0.001191
Contact72,1533467.000000,-3142799.750000,-3300.000000,0.001707
Contact72,1529370.625000,-3179200.000000,-3300.000000,0.004178
Contact72,1528601.750000,-3217600.000000,-3300.000000,0.004014
Contact72,1530105.625000,-3256000.000000,-3300.000000,0.002662
Contact72,1520988.250000,-3294400.000000,-3300.000000,0.002810
Contact72,1518889.125000,-3299102.750000,-3300.000000,0.002574
Contact73,-310577.968750,-3171733.250000,-15800.000000,0.001800
Contact73,-330473.968750,-3233600.000000,-15800.000000,0.002043
Contact73,-367559.843750,-3300893.250000,-15800.000000,0.001377
Contact73,-395310.468750,-3347843.750000,-15800.000000,0.001552
Contact73,-385319.250000,-3401983.750000,-15800.000000,0.001517
Contact73,-380325.906250,-3406546.750000,-15800.000000,0.001501
Contact74,-1167627.375000,-3178175.250000,-15800.000000,0.001171
Contact74,-1161187.500000,-3208945.750000,-15800.000000,0.002623
Contact74,-1141968.250000,-3236698.500000,-15800.000000,0.002463
Contact74,-1125235.750000,-3272480.000000,-15800.000000,0.002134
Contact74,-1129354.500000,-3290421.250000,-15800.000000,0.002867
Contact75,-162218.078125,-3185151.500000,-15800.000000,0.005871
Contact75,-180678.281250,-3195078.250000,-15800.000000,0.005910
Contact75,-204059.296875,-3209926.000000,-15800.000000,0.005652
Contact75,-224167.078125,-3227900.500000,-15800.000000,0.004806
Contact75,-233211.156250,-3239077.750000,-15800.000000,0.004493
Contact76,-394209.500000,-3199542.750000,-15800.000000,0.001894
Contact76,-399071.906250,-3234272.000000,-15800.000000,0.001778
Contact76,-405278.312500,-3270345.000000,-15800.000000,0.001292
Contact76,-432416.781250,-3288950.000000,-15800.000000,0.001181
Contact76,-442132.718750,-3298666.000000,-15800.000000,0.001257
Contact77,-1717971.625000,-3249705.000000,-15800.000000,0.000771
Contact77,-1723632.875000,-3291633.000000,-15800.000000,0.001056
Contact77,-1743449.875000,-3336000.000000,-15800.000000,0.001454
Contact77,-1734031.500000,-3386698.000000,-15800.000000,0.002044
Contact77,-1725784.750000,-3405948.750000,-15800.000000,0.002178
Contact78,-1275926.125000,-3258473.750000,-15800.000000,0.001974
Contact78,-1260760.000000,-3294973.250000,-15800.000000,0.003324
Contact78,-1231211.625000,-3318121.750000,-15800.000000,0.003932
Contact78,-1218116.625000,-3348800.000000,-15800.000000,0.003203
Contact78,-1205930.625000,-3380701.750000,-15800.000000,0.002621
Contact78,-1205930.625000,-3380701.750000,-15800.000000,0.002621
Contact78,-1257549.875000,-3288583.500000,-3300.000000,0.007084
Contact78,-1251186.625000,-3303480.000000,-3300.000000,0.009034
Contact78,-1233748.500000,-3311318.250000,-3300.000000,0.012305
Contact78,-1223680.375000,-3323519.750000,-3300.000000,0.011707
Contact78,-1218526.250000,-3337066.750000,-3300.000000,0.005897
Contact78,-1218526.250000,-3337066.750000,-3300.000000,0.005897
Contact79,439358.437500,-3261975.000000,-15800.000000,0.000756
Contact79,451674.750000,-3298608.000000,-15800.000000,0.001318
Contact79,472469.187500,-3336469.250000,-15800.000000,0.001375
Contact79,500068.812500,-3366202.250000,-15800.000000,0.002311
Contact79,541224.562500,-3380670.500000,-15800.000000,0.002838
Contact79,541224.562500,-3380670.500000,-15800.000000,0.002838
Contact80,-148080.359375,-3311813.750000,-15800.000000,0.000542
Contact80,-147312.187500,-3341201.750000,-15800.000000,0.000418
Contact80,-175817.828125,-3371551.250000,-15800.000000,0.000646
Contact80,-197207.265625,-3395074.000000,-15800.000000,0.001440
Contact80,-206131.828125,-3408265.250000,-15800.000000,0.000975
Contact81,280833.281250,-3311920.500000,-15800.000000,0.000721
Contact81,301425.843750,-3340359.250000,-15800.000000,0.002045
Contact81,327381.468750,-3372714.750000,-15800.000000,0.001606
Contact81,350514.781250,-3404381.500000,-15800.000000,0.001973
Contact81,377406.062500,-3437672.750000,-15800.000000,0.002088
Contact81,381443.500000,-3445976.750000,-15800.000000,0.002009
Contact82,1282666.625000,-3332314.750000,-15800.000000,0.001403
Contact82,1253631.625000,-3350101.750000,-15800.000000,0.002449
Contact82,1222858.500000,-3363808.250000,-15800.000000,0.001872
Contact82,1190559.500000,-3376907.000000,-15800.000000,0.000833
Contact82,1159043.875000,-3387089.500000,-15800.000000,0.000506
Contact83,-1280315.125000,-3355289.500000,-15800.000000,0.002403
Contact83,-1270166.125000,-3387200.000000,-15800.000000,0.002054
Contact83,-1238965.750000,-3408501.000000,-15800.000000,0.001464
Contact83,-1217346.750000,-3430119.750000,-15800.000000,0.001948
Contact83,-1201745.250000,-3459575.000000,-15800.000000,0.001901
Contact83,-1201745.250000,-3459575.000000,-15800.000000,0.001901
Contact84,-1196374.500000,-3383315.750000,-15800.000000,0.002434
Contact84,-1161790.375000,-3400343.000000,-15800.000000,0.002620
Contact84,-1135231.000000,-3426902.250000,-15800.000000,0.002522
Contact84,-1109949.875000,-3464000.000000,-15800.000000,0.001948
Contact84,-1095498.500000,-3489286.000000,-15800.000000,0.001021
Contact84,-1158933.375000,-3395513.500000,-3300.000000,0.009691
Contact84,-1144963.750000,-3407754.000000,-3300.000000,0.007539
Contact84,-1134963.750000,-3426103.000000,-3300.000000,0.006593
Contact84,-1124387.375000,-3440946.000000,-3300.000000,0.007889
Contact84,-1116965.625000,-3460101.000000,-3300.000000,0.004862
Contact84,-1116965.625000,-3460101.000000,-3300.000000,0.004862
Contact85,-77742.000000,-3382933.250000,-15800.000000,0.001236
Contact85,-93284.250000,-3406351.000000,-15800.000000,0.001693
Contact85,-110681.546875,-3426065.250000,-15800.000000,0.001269
Contact85,-130010.554688,-3446522.750000,-15800.000000,0.000927
Contact85,-131704.359375,-3446962.250000,-15800.000000,0.000621
Contact86,48475.117188,-3384058.250000,-15800.000000,0.002474
Contact86,94400.000000,-3403508.750000,-15800.000000,0.001793
Contact86,141818.937500,-3411152.250000,-15800.000000,0.002570
Contact86,187367.609375,-3407299.000000,-15800.000000,0.001358
Contact86,191142.453125,-3385066.750000,-15800.000000,0.001234
Contact87,1823071.375000,-3382933.250000,-15800.000000,0.001611
Contact87,1819835.250000,-3418475.250000,-15800.000000,0.002687
Contact87,1799029.000000,-3440437.750000,-15800.000000,0.002028
Contact87,1801675.375000,-3476800.000000,-15800.000000,0.001296
Contact87,1805177.250000,-3493710.500000,-15800.000000,0.000959
Contact88,1592019.500000,-3414933.250000,-15800.000000,0.001808
Contact88,1595494.875000,-3476800.000000,-15800.000000,0.002042
Contact88,1598474.000000,-3540800.000000,-15800.000000,0.002202
Contact88,1611085.750000,-3599435.250000,-15800.000000,0.002501
Contact88,1620422.125000,-3638933.250000,-15800.000000,0.001012
Contact89,-434666.656250,-3426000.000000,-15800.000000,0.001251
Contact89,-398778.125000,-3436739.250000,-15800.000000,0.001561
Contact89,-372019.718750,-3451980.250000,-15800.000000,0.001487
Contact89,-340800.000000,-3466585.750000,-15800.000000,0.001155
Contact90,709397.000000,-3477397.000000,-15800.000000,0.001662
Contact90,725304.375000,-3501093.000000,-15800.000000,0.003254
Contact90,737634.187500,-3540800.000000,-15800.000000,0.003764
Contact90,748853.125000,-3585600.000000,-15800.000000,0.003432
Contact90,751814.812500,-3600876.250000,-15800.000000,0.002722
Contact90,698576.125000,-3419642.750000,-3300.000000,0.001966
Contact90,722436.750000,-3466870.000000,-3300.000000,0.005380
Contact90,729036.750000,-3521600.000000,-3300.000000,0.011480
Contact90,751926.062500,-3570167.500000,-3300.000000,0.006777
Contact90,759276.250000,-3627018.000000,-3300.000000,0.003155
Contact90,746835.375000,-3647645.750000,-3300.000000,0.004812
Contact91,-1802166.750000,-3489566.500000,-15800.000000,0.006382
Contact91,-1786842.125000,-3522260.750000,-15800.000000,0.007899
Contact91,-1769337.250000,-3553600.000000,-15800.000000,0.008712
Contact91,-1757557.000000,-3592000.000000,-15800.000000,0.009073
Contact91,-1756464.000000,-3600533.250000,-15800.000000,0.008499
Contact91,-1790134.375000,-3506932.250000,-3300.000000,0.004224
Contact91,-1780742.125000,-3518458.000000,-3300.000000,0.007828
Contact91,-1774429.625000,-3534400.000000,-3300.000000,0.007214
Contact91,-1769997.625000,-3550535.750000,-3300.000000,0.007485
Contact92,-891746.812500,-3505080.250000,-15800.000000,0.004094
Contact92,-910643.750000,-3540289.500000,-15800.000000,0.004257
Contact92,-954593.062500,-3585600.000000,-15800.000000,0.004654
Contact92,-989161.500000,-3636800.000000,-15800.000000,0.004218
Contact92,-1019905.750000,-3686572.500000,-15800.000000,0.003360
Contact93,1092177.750000,-3517955.750000,-15800.000000,0.001836
Contact93,1100921.500000,-3552782.250000,-15800.000000,0.001103
Contact93,1109216.500000,-3587083.250000,-15800.000000,0.001479
Contact93,1121713.000000,-3618779.500000,-15800.000000,0.001538
Contact93,1135762.375000,-3651733.250000,-15800.000000,0.001518
Contact93,1135762.375000,-3651733.250000,-15800.000000,0.001518
Contact94,1289658.875000,-3528592.250000,-15800.000000,0.000994
Contact94,1297655.500000,-3560055.500000,-15800.000000,0.002019
Contact94,1307468.125000,-3591201.500000,-15800.000000,0.001668
Contact94,1316444.875000,-3617600.000000,-15800.000000,0.000964
Contact94,1317148.875000,-3619733.250000,-15800.000000,0.000793
Contact94,1292863.500000,-3557396.750000,-3300.000000,0.005252
Contact94,1304001.875000,-3592000.000000,-3300.000000,0.006676
Contact94,1323280.000000,-3622606.250000,-3300.000000,0.006139
Contact94,1321000.375000,-3655523.000000,-3300.000000,0.004634
Contact94,1339010.000000,-3634535.250000,-3300.000000,0.001517
Contact94,1345624.250000,-3641066.750000,-3300.000000,0.001426
Contact95,361771.437500,-3537962.000000,-15800.000000,0.001552
Contact95,357190.218750,-3572800.000000,-15800.000000,0.001453
Contact95,362783.843750,-3611200.000000,-15800.000000,0.001603
Contact95,355955.968750,-3649600.000000,-15800.000000,0.001083
Contact95,355106.343750,-3651733.250000,-15800.000000,0.001063
Contact96,-1166711.625000,-3556045.000000,-15800.000000,0.000721
Contact96,-1184425.250000,-3578241.500000,-15800.000000,0.001141
Contact96,-1173505.625000,-3617600.000000,-15800.000000,0.001563
Contact96,-1162141.750000,-3655991.500000,-15800.000000,0.002010
Contact96,-1158569.750000,-3678763.500000,-15800.000000,0.001473
Contact97,1361795.875000,-3555537.500000,-15800.000000,0.001619
Contact97,1349425.375000,-3579012.750000,-15800.000000,0.001831
Contact97,1350691.250000,-3617600.000000,-15800.000000,0.000828
Contact97,1361947.375000,-3647814.000000,-15800.000000,0.000975
Contact97,1361002.250000,-3649002.250000,-15800.000000,0.000840
Contact97,1355287.125000,-3548179.500000,-3300.000000,0.003862
Contact97,1354388.125000,-3566148.250000,-3300.000000,0.008532
Contact97,1357199.125000,-3585838.000000,-3300.000000,0.005138
Contact97,1363183.000000,-3605316.250000,-3300.000000,0.003288
Contact97,1369066.625000,-3607330.750000,-3300.000000,0.001699
Contact98,1669715.000000,-3599315.000000,-15800.000000,0.000580
Contact98,1683677.125000,-3615410.500000,-15800.000000,0.001114
Contact98,1711378.875000,-3630312.250000,-15800.000000,0.001558
Contact98,1726257.750000,-3660124.250000,-15800.000000,0.002035
Contact98,1754133.375000,-3675984.500000,-15800.000000,0.002627
Contact99,-1225108.250000,-3614441.500000,-15800.000000,0.000711
Contact99,-1246566.750000,-3629500.000000,-15800.000000,0.001126
Contact99,-1281600.000000,-3638842.000000,-15800.000000,0.001113
Contact99,-1320006.000000,-3647472.750000,-15800.000000,0.000999
Contact100,-1090250.875000,-3613984.250000,-15800.000000,0.004188
Contact100,-1117981.750000,-3636800.000000,-15800.000000,0.005297
Contact100,-1129773.750000,-3685507.000000,-15800.000000,0.004886
Contact100,-1137530.125000,-3720000.000000,-15800.000000,0.002659
Contact100,-1167233.250000,-3750873.250000,-15800.000000,0.001952
Contact100,-1167233.250000,-3750873.250000,-15800.000000,0.001952
Contact101,417272.312500,-3619733.250000,-15800.000000,0.001570
Contact101,415613.031250,-3681600.000000,-15800.000000,0.002266
Contact101,412058.781250,-3745600.000000,-15800.000000,0.002993
Contact101,429720.343750,-3806666.250000,-15800.000000,0.002351
Contact101,439996.906250,-3860800.000000,-15800.000000,0.001315
Contact101,440132.281250,-3862933.250000,-15800.000000,0.001125
Contact102,773929.625000,-3657003.750000,-15800.000000,0.004148
Contact102,735793.062500,-3684473.500000,-15800.000000,0.004621
Contact102,700335.500000,-3717797.750000,-15800.000000,0.003351
Contact102,666148.812500,-3754118.000000,-15800.000000,0.003373
Contact102,629110.687500,-3791156.000000,-15800.000000,0.002613
Contact102,624438.500000,-3795828.250000,-15800.000000,0.002531
Contact102,794763.250000,-3628266.750000,-3300.000000,0.007191
Contact102,776690.500000,-3660642.750000,-3300.000000,0.011956
Contact102,743072.312500,-3677194.250000,-3300.000000,0.017306
Contact102,714609.062500,-3702457.500000,-3300.000000,0.006686
Contact102,683708.875000,-3734424.500000,-3300.000000,0.011134
Contact102,677287.875000,-3742978.750000,-3300.000000,0.011201
Contact103,1016118.812500,-3664414.500000,-15800.000000,0.001705
Contact103,988165.062500,-3679568.250000,-15800.000000,0.002824
Contact103,945336.062500,-3691622.750000,-15800.000000,0.002861
Contact103,910926.562500,-3710384.500000,-15800.000000,0.002180
Contact103,871042.687500,-3701694.000000,-15800.000000,0.000926
Contact104,-1077300.375000,-3709833.750000,-15800.000000,0.004521
Contact104,-1089892.375000,-3733092.500000,-15800.000000,0.003646
Contact104,-1102893.125000,-3758893.250000,-15800.000000,0.003249
Contact104,-1108828.125000,-3788294.750000,-15800.000000,0.002824
Contact104,-1117781.875000,-3792981.750000,-15800.000000,0.002150
Contact104,-1073584.750000,-3686029.750000,-3300.000000,0.004381
Contact104,-1085535.875000,-3708469.250000,-3300.000000,0.004856
Contact104,-1099194.500000,-3732794.500000,-3300.000000,0.004086
Contact104,-1110929.250000,-3755200.000000,-3300.000000,0.006076
Contact104,-1094538.625000,-3776928.000000,-3300.000000,0.002008
Contact104,-1094538.625000,-3776928.000000,-3300.000000,0.002008
Contact105,907057.000000,-3726543.000000,-15800.000000,0.001693
Contact105,850031.000000,-3772848.000000,-15800.000000,0.001921
Contact105,792746.375000,-3817387.000000,-15800.000000,0.002007
Contact105,738060.312500,-3859273.000000,-15800.000000,0.001518
Contact105,693835.250000,-3896359.250000,-15800.000000,0.000776
Contact105,672533.312500,-3893805.000000,-15800.000000,0.000219
Contact105,864972.750000,-3750494.000000,-3300.000000,0.007046
Contact105,833600.000000,-3780700.500000,-3300.000000,0.004534
Contact105,796528.750000,-3807204.500000,-3300.000000,0.004903
Contact105,759190.250000,-3831743.000000,-3300.000000,0.004454
Contact105,723474.875000,-3856791.750000,-3300.000000,0.002566
Contact105,713392.062500,-3884489.000000,-3300.000000,0.001743
Contact106,1342006.250000,-3768673.000000,-15800.000000,0.000845
Contact106,1349365.500000,-3802438.250000,-15800.000000,0.001347
Contact106,1352207.625000,-3841600.000000,-15800.000000,0.002929
Contact106,1346688.625000,-3877802.750000,-15800.000000,0.001966
Contact106,1341937.750000,-3878329.000000,-15800.000000,0.002098
Contact107,1324239.000000,-3778694.250000,-15800.000000,0.001193
Contact107,1309894.250000,-3829387.000000,-15800.000000,0.002620
Contact107,1287247.875000,-3869018.750000,-15800.000000,0.001345
Contact107,1258105.875000,-3902427.500000,-15800.000000,0.001269
Contact107,1235471.750000,-3941649.500000,-15800.000000,0.001108
Contact107,1232240.125000,-3936826.500000,-15800.000000,0.001546
Contact108,1391122.375000,-3787924.750000,-15800.000000,0.000839
Contact108,1393752.250000,-3816152.250000,-15800.000000,0.002055
Contact108,1405849.500000,-3854400.000000,-15800.000000,0.002576
Contact108,1436653.750000,-3876194.750000,-15800.000000,0.001078
Contact108,1454685.375000,-3901333.250000,-15800.000000,0.001002
Contact108,1454685.375000,-3901333.250000,-15800.000000,0.001002
Contact109,-1611356.000000,-3891577.250000,-15800.000000,0.001232
Contact109,-1585095.625000,-3894371.000000,-15800.000000,0.001781
Contact109,-1556600.750000,-3905519.500000,-15800.000000,0.001922
Contact109,-1522639.750000,-3901306.500000,-15800.000000,0.001529
Contact109,-1511469.500000,-3894402.750000,-15800.000000,0.001424
Contact109,-1565356.000000,-3899177.500000,-3300.000000,0.003736
Contact109,-1555782.250000,-3909302.250000,-3300.000000,0.003505
Contact109,-1537600.000000,-3912382.500000,-3300.000000,0.003702
Contact109,-1519595.875000,-3916015.500000,-3300.000000,0.002635
Contact110,1292347.750000,-3913147.750000,-15800.000000,0.000816
Contact110,1307074.500000,-3962288.250000,-15800.000000,0.001431
Contact110,1309455.250000,-4020800.000000,-15800.000000,0.002502
Contact110,1327854.750000,-4072000.000000,-15800.000000,0.001722
Contact110,1325255.875000,-4127730.500000,-15800.000000,0.001026
Contact110,1338133.375000,-4130172.500000,-15800.000000,0.001044
Contact110,1299464.125000,-3935197.500000,-3300.000000,0.002142
Contact110,1292713.125000,-3961502.250000,-3300.000000,0.007742
Contact110,1295290.750000,-3988800.000000,-3300.000000,0.007535
Contact110,1300112.125000,-4020800.000000,-3300.000000,0.006680
Contact110,1300638.875000,-4038935.000000,-3300.000000,0.006779
Contact110,1299733.375000,-4039704.500000,-3300.000000,0.005817
Contact111,-1605866.625000,-3991144.750000,-15800.000000,0.004324
Contact111,-1556800.000000,-3990885.750000,-15800.000000,0.004613
Contact111,-1505600.000000,-3991631.250000,-15800.000000,0.003815
Contact111,-1454400.000000,-3990941.500000,-15800.000000,0.003818
Contact111,-1426666.625000,-3990359.750000,-15800.000000,0.003287
Contact111,-1530133.375000,-3990197.250000,-3300.000000,0.004705
Contact111,-1508800.000000,-3995480.250000,-3300.000000,0.005445
Contact111,-1486400.000000,-3993047.500000,-3300.000000,0.005152
Contact111,-1464000.000000,-3989469.500000,-3300.000000,0.004267
Contact111,-1454014.250000,-3993452.500000,-3300.000000,0.003810
Contact112,1196154.375000,-4124154.250000,-15800.000000,0.001372
Contact112,1213752.750000,-4152419.500000,-15800.000000,0.001759
Contact112,1215078.500000,-4187200.000000,-15800.000000,0.001380
Contact112,1220821.375000,-4225621.500000,-15800.000000,0.001262
Contact112,1237476.125000,-4241112.500000,-15800.000000,0.001488
Contact113,976000.500000,-4131718.750000,-15800.000000,0.000789
Contact113,967046.312500,-4157220.250000,-15800.000000,0.001390
Contact113,948702.437500,-4179831.000000,-15800.000000,0.001285
Contact113,940794.250000,-4199839.500000,-15800.000000,0.000745
Contact113,936304.000000,-4200762.500000,-15800.000000,0.000842
Contact114,1152804.375000,-4682133.500000,-15800.000000,0.001307
Contact114,1152770.750000,-4718400.000000,-15800.000000,0.001344
Contact114,1150870.750000,-4756800.000000,-15800.000000,0.001289
Contact114,1163071.250000,-4781921.000000,-15800.000000,0.001066
Contact114,1176776.000000,-4784489.500000,-15800.000000,0.000695
Contact114,1166658.250000,-4700525.000000,-3300.000000,0.002243
Contact114,1169580.750000,-4721400.500000,-3300.000000,0.004942
Contact114,1168473.250000,-4748604.000000,-3300.000000,0.005205
Contact114,1185043.500000,-4769326.500000,-3300.000000,0.005555
Contact114,1163692.000000,-4786174.500000,-3300.000000,0.002694
Contact114,1156512.875000,-4789579.500000,-3300.000000,0.002534
