X,Y,Z,EventID,date,hour,Xerr,Yerr,Zerr,M,Strike,Dip,Rake,WID,X2,Y2
69368.4,120017.7,-4314.2,19,8/04/2005,17.926,25.1,24.5,52.3,0.4,NAN,NAN,NAN,NAN,475368.4,6923017.7
69430.4,120030.3,-4336.1,20,8/04/2005,17.945,35,33.8,66.1,-0.3,NAN,NAN,NAN,NAN,475430.4,6923030.3
70789.1,121257.6,-4057.3,32,9/04/2005,19.088,40.2,35.7,66.6,-0.5,NAN,NAN,NAN,NAN,476789.1,6924257.6
69245.7,120915.1,-4246.1,91,11/04/2005,10.323,34.1,33.1,63.3,0.1,NAN,NAN,NAN,NAN,475245.7,6923915.1
69233.5,120914.9,-4238.5,93,11/04/2005,11.382,47.9,61.8,88.6,0,NAN,NAN,NAN,NAN,475233.5,6923914.9
69198,120912,-4237.9,95,11/04/2005,12.478,51.6,53.9,109.1,0.5,NAN,NAN,NAN,NAN,475198,6923912
69282.6,118974.3,-4238.5,96,11/04/2005,13.003,41.3,41.1,81.5,0,NAN,NAN,NAN,NAN,475282.6,6921974.3
69230,120920.6,-4288.2,97,11/04/2005,13.101,24.4,25,50.1,0.1,NAN,NAN,NAN,NAN,475230,6923920.6
69234.3,120911.4,-4201.2,101,11/04/2005,23.166,28.8,28,54,0.9,NAN,NAN,NAN,NAN,475234.3,6923911.4
69250.9,120905.3,-4178,104,12/04/2005,15.528,36.3,38.4,91.4,0.1,NAN,NAN,NAN,NAN,475250.9,6923905.3
69237.4,120938,-4229.5,113,14/04/2005,16.259,34.4,35.9,73,0.2,NAN,NAN,NAN,NAN,475237.4,6923938
69245.6,120913.9,-4245.2,114,14/04/2005,16.365,34.8,35.6,72,0.4,NAN,NAN,NAN,NAN,475245.6,6923913.9
69434.1,120069.7,-4381,115,15/04/2005,4.135,23,21.8,38.7,0.3,NAN,NAN,NAN,NAN,475434.1,6923069.7
69260.7,120947.3,-4215.4,116,15/04/2005,9.207,28.8,30.5,72.1,-0.4,NAN,NAN,NAN,NAN,475260.7,6923947.3
69255.6,120952.5,-4219.9,117,15/04/2005,9.495,35.4,36.9,75.4,-0.3,NAN,NAN,NAN,NAN,475255.6,6923952.5
69248.2,120894.2,-4259.8,130,16/04/2005,23.476,40.2,42,84.5,-0.3,NAN,NAN,NAN,NAN,475248.2,6923894.2
70461.1,120591.4,-4119.7,132,17/04/2005,0.821,18.3,17.8,34.7,-0.3,NAN,NAN,NAN,NAN,476461.1,6923591.4
70512.5,120560,-4144.5,133,17/04/2005,0.822,12.5,12.4,23.9,0,NAN,NAN,NAN,NAN,476512.5,6923560
69405.6,120037.8,-4346.7,234,22/04/2005,8.145,35,28.6,49.5,0.5,NAN,NAN,NAN,NAN,475405.6,6923037.8
69371.9,120116.4,-4268.7,235,22/04/2005,20.994,46.5,43.8,99.6,-0.3,NAN,NAN,NAN,NAN,475371.9,6923116.4
69394.3,120091.8,-4323.4,344,9/07/2005,7.548,30.4,32.3,57.3,-0.5,NAN,NAN,NAN,NAN,475394.3,6923091.8
69414.2,120048.3,-4305.5,384,21/07/2005,12.155,27.2,25.5,48.7,-0.8,NAN,NAN,NAN,NAN,475414.2,6923048.3
69678.1,120041.4,-4128,420,26/07/2005,18.424,95.9,81.2,120.3,-0.8,NAN,NAN,NAN,NAN,475678.1,6923041.4
69693.2,120152.8,-4183,421,26/07/2005,19.463,74.2,83.8,104.1,-0.6,NAN,NAN,NAN,NAN,475693.2,6923152.8
69637.7,120154.4,-4089.6,422,26/07/2005,19.742,74.4,96.7,143.2,-0.6,NAN,NAN,NAN,NAN,475637.7,6923154.4
69723.2,120057.4,-4216.2,434,27/07/2005,8.937,69,61.3,113.3,-0.5,NAN,NAN,NAN,NAN,475723.2,6923057.4
69635.3,120018.3,-4235.1,436,27/07/2005,9.242,29.4,26.4,43.7,0.1,NAN,NAN,NAN,NAN,475635.3,6923018.3
69627.6,120083.7,-4344.1,439,27/07/2005,10.206,68.5,65.6,107.7,-0.8,NAN,NAN,NAN,NAN,475627.6,6923083.7
69618.2,120029.7,-4230.8,440,27/07/2005,11.237,49.4,62.5,89.2,-0.6,NAN,NAN,NAN,NAN,475618.2,6923029.7
69641.8,120062.7,-4225.2,482,29/07/2005,6.846,29.7,29,47.5,-0.7,NAN,NAN,NAN,NAN,475641.8,6923062.7
69643.6,120074.4,-4190.1,483,29/07/2005,6.979,24.7,23.6,39.5,0.1,NAN,NAN,NAN,NAN,475643.6,6923074.4
69736.8,120031.2,-4253.9,509,30/07/2005,8.153,42.8,37.1,65.1,-0.8,NAN,NAN,NAN,NAN,475736.8,6923031.2
69703.8,120057,-4164.1,662,8/08/2005,3.811,29,30,44.9,-0.6,NAN,NAN,NAN,NAN,475703.8,6923057
69772.5,120051.8,-4080.6,671,8/08/2005,9.932,48.8,43.1,75,-0.7,NAN,NAN,NAN,NAN,475772.5,6923051.8
69746,120060.1,-4083.2,676,8/08/2005,10.544,37.3,32.2,56.8,-0.8,NAN,NAN,NAN,NAN,475746,6923060.1
69726.1,120014.6,-4049.8,679,8/08/2005,10.893,31.8,33,47.9,-0.8,NAN,NAN,NAN,NAN,475726.1,6923014.6
69712.4,120106.1,-3996.7,680,8/08/2005,10.96,37.2,35.6,76.3,-1,NAN,NAN,NAN,NAN,475712.4,6923106.1
69714,120114.1,-4112.3,683,8/08/2005,11.551,29.9,24.8,45.4,-1,NAN,NAN,NAN,NAN,475714,6923114.1
69702.6,120113.1,-3956.5,684,8/08/2005,11.66,28.9,27.5,59.7,-1,NAN,NAN,NAN,NAN,475702.6,6923113.1
69704,120079.9,-3965.9,686,8/08/2005,11.745,38.1,33.7,59.9,-0.5,NAN,NAN,NAN,NAN,475704,6923079.9
69577.4,119977.5,-4000.7,687,8/08/2005,11.928,35.9,31.7,72.6,-1,NAN,NAN,NAN,NAN,475577.4,6922977.5
69823.1,120022.7,-4063.4,690,8/08/2005,12.378,37,32.5,56.6,-0.6,NAN,NAN,NAN,NAN,475823.1,6923022.7
69699.9,120113,-4002.4,691,8/08/2005,12.438,45.4,41.8,83.5,-0.9,NAN,NAN,NAN,NAN,475699.9,6923113
69721.8,120045.1,-3957.6,694,8/08/2005,12.636,29.8,26.2,53,-0.4,NAN,NAN,NAN,NAN,475721.8,6923045.1
69770.9,120024.4,-3976.9,697,8/08/2005,12.796,27.8,24.5,43.2,-0.3,NAN,NAN,NAN,NAN,475770.9,6923024.4
69723.9,120019.2,-4035.5,698,8/08/2005,12.892,33.7,35.5,51.2,-0.6,NAN,NAN,NAN,NAN,475723.9,6923019.2
69750.5,120016.4,-4037.1,700,8/08/2005,13.054,39.8,35.5,60.3,-0.3,NAN,NAN,NAN,NAN,475750.5,6923016.4
69757.6,120044.3,-4021.8,701,8/08/2005,13.379,37.4,44.1,62.6,-0.4,NAN,NAN,NAN,NAN,475757.6,6923044.3
69758.2,120045,-4038.3,702,8/08/2005,13.556,39,41,60.1,-0.4,NAN,NAN,NAN,NAN,475758.2,6923045
69650.6,120074.8,-3959.8,703,8/08/2005,13.794,28,24.6,51.2,-0.7,NAN,NAN,NAN,NAN,475650.6,6923074.8
69727.5,120020.4,-4004.9,704,8/08/2005,13.843,36.4,38.6,55.3,-0.5,NAN,NAN,NAN,NAN,475727.5,6923020.4
69747.9,120041,-4037.9,705,8/08/2005,14.586,43.1,38.1,85.6,-1,NAN,NAN,NAN,NAN,475747.9,6923041
69749,120044.4,-4001.2,706,8/08/2005,14.828,28.7,24.7,43.9,-0.6,NAN,NAN,NAN,NAN,475749,6923044.4
69755.7,120048.2,-4089.4,724,8/08/2005,19.168,38.4,40.7,57.6,0.6,NAN,NAN,NAN,NAN,475755.7,6923048.2
69745.2,120042.7,-4038,725,8/08/2005,19.238,50,50.5,78.1,-0.6,NAN,NAN,NAN,NAN,475745.2,6923042.7
69756.1,120073,-4105.4,727,8/08/2005,19.431,37.8,39.1,56.8,-0.8,NAN,NAN,NAN,NAN,475756.1,6923073
69816.1,120030.8,-4013.8,731,8/08/2005,20.181,37.8,39.5,58,-0.1,NAN,NAN,NAN,NAN,475816.1,6923030.8
69856.9,120021.4,-4013.6,732,8/08/2005,20.965,34.5,36.3,51.7,0.4,NAN,NAN,NAN,NAN,475856.9,6923021.4
69738.7,120060.4,-4038.6,734,8/08/2005,22.332,43.6,37.6,66.8,-0.6,NAN,NAN,NAN,NAN,475738.7,6923060.4
69754.5,120024.6,-4054.2,735,8/08/2005,22.827,27.7,24.4,43,-0.7,NAN,NAN,NAN,NAN,475754.5,6923024.6
69779.2,120046.9,-3988.5,736,8/08/2005,22.866,23.8,21.2,36.3,0.3,NAN,NAN,NAN,NAN,475779.2,6923046.9
69791.6,120025.1,-3984.3,738,8/08/2005,23.698,32,33.5,49.4,-0.5,NAN,NAN,NAN,NAN,475791.6,6923025.1
69712.1,120112.3,-3940.2,740,9/08/2005,0.315,46.5,44.2,96.2,-0.9,NAN,NAN,NAN,NAN,475712.1,6923112.3
69761.2,120039.3,-4037.5,742,9/08/2005,2.685,38.7,40.9,58.4,0.4,NAN,NAN,NAN,NAN,475761.2,6923039.3
69708.9,120002.3,-3979.4,744,9/08/2005,2.698,35.3,42.7,67.4,-0.6,NAN,NAN,NAN,NAN,475708.9,6923002.3
69766.4,120072.7,-4054.5,749,9/08/2005,4.985,40.1,35.7,60.6,0.8,NAN,NAN,NAN,NAN,475766.4,6923072.7
69732.7,120009.4,-3969.3,753,9/08/2005,7.884,34,38.8,59.5,-0.7,NAN,NAN,NAN,NAN,475732.7,6923009.4
69766.1,120010.4,-4024.6,754,9/08/2005,7.906,34.9,37,52.7,0,NAN,NAN,NAN,NAN,475766.1,6923010.4
69782.2,120025.3,-4038.2,758,9/08/2005,8.477,47.9,39.7,58.7,0.3,NAN,NAN,NAN,NAN,475782.2,6923025.3
69843.9,119973,-4059.5,761,9/08/2005,9.154,40.5,42.2,61.9,-0.4,NAN,NAN,NAN,NAN,475843.9,6922973
69818.5,120067,-4134.4,774,9/08/2005,10.873,72.6,64.4,108,-0.3,NAN,NAN,NAN,NAN,475818.5,6923067
69776,120014.9,-4080,776,9/08/2005,11.33,38.6,40.9,57.8,0.6,NAN,NAN,NAN,NAN,475776,6923014.9
69756.6,120106.5,-4112.5,779,9/08/2005,11.417,44.6,36.4,67.8,-0.7,NAN,NAN,NAN,NAN,475756.6,6923106.5
69577.4,119984.1,-4046.4,780,9/08/2005,11.505,39.8,34.6,61.1,-0.6,NAN,NAN,NAN,NAN,475577.4,6922984.1
69801.2,120027.1,-4082.4,781,9/08/2005,11.93,34.2,30.4,51.2,1.2,NAN,NAN,NAN,NAN,475801.2,6923027.1
69689.6,120031.6,-3939,794,9/08/2005,17.202,36,30.8,57.4,-0.7,NAN,NAN,NAN,NAN,475689.6,6923031.6
69747.8,120016.2,-4069.3,795,9/08/2005,17.222,49.2,52.4,64.2,0,NAN,NAN,NAN,NAN,475747.8,6923016.2
69736.8,120031.1,-4113.5,816,9/08/2005,22.725,39.7,35.1,49.6,0.3,NAN,NAN,NAN,NAN,475736.8,6923031.1
69811.8,120039.8,-4063.1,818,10/08/2005,1.204,34.6,36.5,51.8,0.7,NAN,NAN,NAN,NAN,475811.8,6923039.8
69831.8,120066.1,-4172.3,823,10/08/2005,2.837,35.7,36.2,45.1,0.9,NAN,NAN,NAN,NAN,475831.8,6923066.1
69797.1,120060.7,-4087.3,847,10/08/2005,10.055,38.9,39.5,50.1,-0.3,NAN,NAN,NAN,NAN,475797.1,6923060.7
69771.5,120066.8,-4068,854,10/08/2005,15.006,55,43.8,69.8,-0.4,NAN,NAN,NAN,NAN,475771.5,6923066.8
69745.3,120023.5,-3997.7,855,10/08/2005,15.137,67.1,54.3,114.1,-0.8,NAN,NAN,NAN,NAN,475745.3,6923023.5
69799,120045.7,-4050.7,867,10/08/2005,20.748,41,41.7,53.2,0.3,NAN,NAN,NAN,NAN,475799,6923045.7
69842.8,120066.6,-4088.2,869,10/08/2005,20.768,43.2,43.7,55.3,1.6,NAN,NAN,NAN,NAN,475842.8,6923066.6
69678.8,120110.9,-4046.8,872,10/08/2005,23.042,51.4,41.9,66.4,-0.2,NAN,NAN,NAN,NAN,475678.8,6923110.9
69722.8,120005.4,-4077.3,874,10/08/2005,23.463,57.3,44.7,74.4,-0.7,NAN,NAN,NAN,NAN,475722.8,6923005.4
69708.1,120009.9,-4055.1,877,11/08/2005,1.345,38.3,38.6,56.9,-0.8,NAN,NAN,NAN,NAN,475708.1,6923009.9
69816.3,120067.1,-4104.3,879,11/08/2005,1.991,43.1,42.6,54,-0.2,NAN,NAN,NAN,NAN,475816.3,6923067.1
69708.8,120025.1,-4006.3,882,11/08/2005,2.501,45.9,46.1,68.6,-0.6,NAN,NAN,NAN,NAN,475708.8,6923025.1
69808.7,120064.8,-4138.4,897,11/08/2005,5.536,47.7,38.4,46.8,0.3,NAN,NAN,NAN,NAN,475808.7,6923064.8
69732.7,120081.9,-4106,923,11/08/2005,8.16,44.6,47.8,64.1,-0.6,NAN,NAN,NAN,NAN,475732.7,6923081.9
69900.9,120021.5,-4071,924,11/08/2005,8.2,47.8,35.9,45.4,-0.2,NAN,NAN,NAN,NAN,475900.9,6923021.5
69786.6,120047.6,-4102.4,927,11/08/2005,8.218,54,55,69.6,-0.6,NAN,NAN,NAN,NAN,475786.6,6923047.6
69782.2,120080.8,-4060,946,11/08/2005,9.826,39.8,32.5,52.3,-0.1,NAN,NAN,NAN,NAN,475782.2,6923080.8
69705.9,120118.2,-4124.6,952,11/08/2005,10.239,42.9,42.7,56.6,-0.2,NAN,NAN,NAN,NAN,475705.9,6923118.2
69808.2,120015.1,-4095.1,966,11/08/2005,11.327,73.1,45.4,70.8,-0.5,NAN,NAN,NAN,NAN,475808.2,6923015.1
69806.7,120092.3,-4167.4,967,11/08/2005,11.907,35.9,36.5,45.6,-0.6,NAN,NAN,NAN,NAN,475806.7,6923092.3
69685.1,119979.4,-4178.5,973,11/08/2005,12.85,61.7,48,78.7,-0.7,NAN,NAN,NAN,NAN,475685.1,6922979.4
69894.7,120044.8,-4102.1,974,11/08/2005,13.19,30.8,22.3,34.9,-0.6,NAN,NAN,NAN,NAN,475894.7,6923044.8
69856.5,120116.7,-4080.7,976,11/08/2005,13.28,45,37.6,57.6,-0.3,NAN,NAN,NAN,NAN,475856.5,6923116.7
69793.5,120075.5,-4089.1,977,11/08/2005,13.309,39,32.7,50.4,-0.2,NAN,NAN,NAN,NAN,475793.5,6923075.5
69855,120096.6,-4103.1,978,11/08/2005,13.316,38,31.7,48.5,0.4,NAN,NAN,NAN,NAN,475855,6923096.6
69834,120094.6,-4093.3,980,11/08/2005,13.351,48.7,40.7,62.5,1.1,NAN,NAN,NAN,NAN,475834,6923094.6
69709,120043.1,-4184.2,987,11/08/2005,14.499,50.9,50.6,64,-0.4,NAN,NAN,NAN,NAN,475709,6923043.1
69828.1,120054.3,-4050.9,1006,11/08/2005,18.097,33.4,33.8,43.1,-0.3,NAN,NAN,NAN,NAN,475828.1,6923054.3
69824.9,119995.1,-4079.9,1026,11/08/2005,20.098,54.7,49.7,65.9,-0.4,NAN,NAN,NAN,NAN,475824.9,6922995.1
69636.3,120087.3,-4085.9,1028,11/08/2005,20.167,34.1,33.3,45.2,-0.4,NAN,NAN,NAN,NAN,475636.3,6923087.3
69765.3,120055.2,-4051.8,1029,11/08/2005,20.353,41.1,41.9,53.6,-0.2,NAN,NAN,NAN,NAN,475765.3,6923055.2
69777.1,119972.4,-4078.6,1031,11/08/2005,20.456,45.1,46,58.5,-0.4,NAN,NAN,NAN,NAN,475777.1,6922972.4
69749.1,119972.1,-4091,1032,11/08/2005,20.495,45.5,44.9,57.5,-0.4,NAN,NAN,NAN,NAN,475749.1,6922972.1
69836.7,120071,-4082.6,1033,11/08/2005,20.51,44.1,44.7,56.6,0.4,NAN,NAN,NAN,NAN,475836.7,6923071
69616.2,119975.7,-4098.2,1037,11/08/2005,20.857,35.8,30.6,47.5,0.2,NAN,NAN,NAN,NAN,475616.2,6922975.7
69738.5,120071.6,-4154.7,1042,11/08/2005,21.807,91.5,70.9,116.3,-0.6,NAN,NAN,NAN,NAN,475738.5,6923071.6
69810.8,120032,-3918.3,1045,11/08/2005,22.73,136,95.6,198.4,-0.7,NAN,NAN,NAN,NAN,475810.8,6923032
69804.7,120093.8,-4171.5,1049,11/08/2005,23.184,84.4,70.9,107.4,-0.5,NAN,NAN,NAN,NAN,475804.7,6923093.8
69724.4,119979.4,-4034.3,1050,11/08/2005,23.231,45.9,44.3,60,-0.5,NAN,NAN,NAN,NAN,475724.4,6922979.4
69820.1,120071.3,-4088.5,1054,11/08/2005,23.685,39.9,40.5,51.2,-0.4,NAN,NAN,NAN,NAN,475820.1,6923071.3
69802.7,120041.1,-4037.2,1055,11/08/2005,23.689,41.2,41.9,53.6,0.3,NAN,NAN,NAN,NAN,475802.7,6923041.1
69911.3,120046.4,-4082.3,1056,11/08/2005,23.692,36.5,36.6,46.2,0.4,NAN,NAN,NAN,NAN,475911.3,6923046.4
69792.5,120091.2,-4061.2,1057,11/08/2005,23.81,41.7,30.8,50.3,-0.5,NAN,NAN,NAN,NAN,475792.5,6923091.2
69748.4,119948.1,-4098.1,1067,12/08/2005,1.577,47.9,49.1,62.2,-0.1,NAN,NAN,NAN,NAN,475748.4,6922948.1
69692.6,120047.6,-4040.1,1070,12/08/2005,1.705,75,54.8,101.2,-0.7,NAN,NAN,NAN,NAN,475692.6,6923047.6
69727.9,120108.4,-4092.8,1087,12/08/2005,2.782,36.3,37.2,47.3,1.2,NAN,NAN,NAN,NAN,475727.9,6923108.4
69716.6,120014.5,-4114,1092,12/08/2005,3.177,41.6,41.2,52.7,0,NAN,NAN,NAN,NAN,475716.6,6923014.5
69778.7,120095.2,-4132.7,1097,12/08/2005,3.682,41.6,40.8,52,-0.1,NAN,NAN,NAN,NAN,475778.7,6923095.2
69839.4,120030.8,-4053,1122,12/08/2005,7.334,28.6,22.8,41.8,-0.5,NAN,NAN,NAN,NAN,475839.4,6923030.8
69798,120046.4,-3999.9,1123,12/08/2005,7.337,33.2,27.7,48.9,0.2,NAN,NAN,NAN,NAN,475798,6923046.4
69683.2,120030.3,-4111.8,1129,12/08/2005,8.246,40.1,34.1,52.6,-0.4,NAN,NAN,NAN,NAN,475683.2,6923030.3
69768.7,119960.4,-4079.8,1130,12/08/2005,9.249,39.1,40,50.8,-0.3,NAN,NAN,NAN,NAN,475768.7,6922960.4
69672,120130,-4051.3,1132,12/08/2005,9.449,45.3,38.6,60.2,-0.2,NAN,NAN,NAN,NAN,475672,6923130
69746.9,120056.6,-4039.4,1133,12/08/2005,9.731,56,55.4,74.3,-0.7,NAN,NAN,NAN,NAN,475746.9,6923056.6
69781.7,120093.1,-4038.2,1136,12/08/2005,9.818,52.4,44,68.4,-0.2,NAN,NAN,NAN,NAN,475781.7,6923093.1
69832.3,120003.3,-4120.1,1137,12/08/2005,9.821,44.6,37.3,57,1.2,NAN,NAN,NAN,NAN,475832.3,6923003.3
69794.3,119950.1,-4100.3,1140,12/08/2005,9.932,47.6,42.6,56.9,-0.3,NAN,NAN,NAN,NAN,475794.3,6922950.1
69819.8,120048.1,-4062,1141,12/08/2005,9.954,41.4,39.5,50.8,-0.3,NAN,NAN,NAN,NAN,475819.8,6923048.1
69892.7,120089.1,-4047.5,1154,12/08/2005,11.049,44.5,36.9,56.9,-0.1,NAN,NAN,NAN,NAN,475892.7,6923089.1
69863.7,120083.9,-4063.6,1155,12/08/2005,11.054,48.3,39.1,62.5,-0.3,NAN,NAN,NAN,NAN,475863.7,6923083.9
69612.5,120023,-4056.3,1156,12/08/2005,11.654,64.5,48.5,80.1,-0.4,NAN,NAN,NAN,NAN,475612.5,6923023
69813.9,120054.8,-4062.7,1164,12/08/2005,14.199,55.4,52.8,69.9,-0.6,NAN,NAN,NAN,NAN,475813.9,6923054.8
69709.3,120088.6,-4109.3,1166,12/08/2005,14.266,49.1,47.4,63.8,-0.5,NAN,NAN,NAN,NAN,475709.3,6923088.6
69777,120076.8,-4144.3,1167,12/08/2005,14.299,43.2,44.1,55.4,0.5,NAN,NAN,NAN,NAN,475777,6923076.8
69645.7,120081.2,-4057.9,1170,12/08/2005,14.813,51.8,50.2,67.5,-0.3,NAN,NAN,NAN,NAN,475645.7,6923081.2
69735.8,120009.3,-4145.6,1171,12/08/2005,14.816,53.6,53,67.4,-0.6,NAN,NAN,NAN,NAN,475735.8,6923009.3
69745.9,119994.5,-3999.1,1172,12/08/2005,14.869,93.2,70.7,127.4,-0.5,NAN,NAN,NAN,NAN,475745.9,6922994.5
69742.7,119928.7,-4076.1,1354,12/08/2005,18.078,47.3,47.4,68.8,1.2,NAN,NAN,NAN,NAN,475742.7,6922928.7
69736.4,119968.9,-4062.5,1261,12/08/2005,20.072,59,54,72.2,-0.4,NAN,NAN,NAN,NAN,475736.4,6922968.9
69657.6,120122.4,-4061.2,1262,12/08/2005,20.079,42.7,37,61,-0.4,NAN,NAN,NAN,NAN,475657.6,6923122.4
69756.4,120093.4,-4144.5,1264,12/08/2005,20.147,40,39.4,50.1,0,NAN,NAN,NAN,NAN,475756.4,6923093.4
69805.9,120073.2,-4146.3,1269,12/08/2005,20.822,36.9,37.6,47.1,0.5,NAN,NAN,NAN,NAN,475805.9,6923073.2
69827.2,120073,-4094.8,1272,12/08/2005,20.859,41,34.3,52.7,-0.1,NAN,NAN,NAN,NAN,475827.2,6923073
69920.2,120063.6,-4090.7,1274,12/08/2005,20.893,28.1,28.2,35.4,0.4,NAN,NAN,NAN,NAN,475920.2,6923063.6
69888.1,120075,-4073.6,1275,12/08/2005,20.895,44.8,45.1,57,0.6,NAN,NAN,NAN,NAN,475888.1,6923075
69782.5,120062.2,-4022.9,1277,12/08/2005,21.051,37.7,31.7,49.4,-0.4,NAN,NAN,NAN,NAN,475782.5,6923062.2
69621.5,120042.5,-4077.6,1280,12/08/2005,21.849,31.6,30.9,41.3,-0.4,NAN,NAN,NAN,NAN,475621.5,6923042.5
69684.2,120165.5,-4073.7,1281,12/08/2005,21.951,51.1,41.7,65.8,-0.1,NAN,NAN,NAN,NAN,475684.2,6923165.5
69815.1,120051.3,-4061.3,1284,12/08/2005,23.047,48.5,48,69.4,-0.7,NAN,NAN,NAN,NAN,475815.1,6923051.3
69736.8,120022,-4120.1,1286,12/08/2005,23.297,61.7,36.7,59.1,0.2,NAN,NAN,NAN,NAN,475736.8,6923022
69841.8,119936.3,-4106.2,1297,13/08/2005,0.611,51.5,39.1,48.5,0.7,NAN,NAN,NAN,NAN,475841.8,6922936.3
69805.6,119992.3,-4111.2,1298,13/08/2005,0.618,60.5,45.4,59.9,-0.5,NAN,NAN,NAN,NAN,475805.6,6922992.3
69870.3,119992.6,-4139.5,1299,13/08/2005,0.62,64.6,39.8,61.8,0.8,NAN,NAN,NAN,NAN,475870.3,6922992.6
69816,120081.3,-3990.4,1304,13/08/2005,1.149,64.3,47.4,80.1,-0.5,NAN,NAN,NAN,NAN,475816,6923081.3
69587.6,119977.6,-4108.8,1306,13/08/2005,1.808,35.2,31,54.4,0,NAN,NAN,NAN,NAN,475587.6,6922977.6
69716.2,120058.1,-4143.3,1308,13/08/2005,3.172,73.5,64.4,88.8,-0.7,NAN,NAN,NAN,NAN,475716.2,6923058.1
69815.5,120095.5,-4120.6,1310,13/08/2005,3.236,40.9,31.3,39,-0.2,NAN,NAN,NAN,NAN,475815.5,6923095.5
69707.1,120056.4,-4064.6,1317,13/08/2005,4.015,39,37.5,50,-0.1,NAN,NAN,NAN,NAN,475707.1,6923056.4
69758.9,120032.2,-3943.6,1322,13/08/2005,5.046,42.2,34,69.3,-0.6,NAN,NAN,NAN,NAN,475758.9,6923032.2
69674.8,120123.6,-4076.5,1330,13/08/2005,5.946,66.8,50.8,99.2,-0.7,NAN,NAN,NAN,NAN,475674.8,6923123.6
69706.6,120052.5,-4098.6,1334,13/08/2005,7.649,57.6,53.3,71.3,-0.3,NAN,NAN,NAN,NAN,475706.6,6923052.5
69664.1,120059,-4021.5,1339,13/08/2005,8.161,36.2,38.6,55.4,-0.3,NAN,NAN,NAN,NAN,475664.1,6923059
69667.3,120096.6,-4090,1342,13/08/2005,8.474,40.6,40.8,63.2,-0.4,NAN,NAN,NAN,NAN,475667.3,6923096.6
69815.1,120046.1,-4087.4,1350,13/08/2005,8.959,38.7,34.3,57.9,1.5,NAN,NAN,NAN,NAN,475815.1,6923046.1
69632.5,120117.9,-4124.2,1353,13/08/2005,9.632,37.9,36.4,55.3,-0.5,NAN,NAN,NAN,NAN,475632.5,6923117.9
69707.8,119999.8,-4119,1357,13/08/2005,10.437,37.1,36.8,47,0.1,NAN,NAN,NAN,NAN,475707.8,6922999.8
69752.8,120005.1,-4035.9,1365,13/08/2005,11.605,51.9,41.4,66.3,-0.5,NAN,NAN,NAN,NAN,475752.8,6923005.1
69697.7,119984,-4123,1370,13/08/2005,12.998,38.2,39.9,54.4,-0.7,NAN,NAN,NAN,NAN,475697.7,6922984
69770.4,120046.3,-4004.7,1371,13/08/2005,13.044,41.8,42.5,54.9,-0.4,NAN,NAN,NAN,NAN,475770.4,6923046.3
69702,120015.9,-4114.9,1373,13/08/2005,13.217,29.9,32.7,45.4,-0.2,NAN,NAN,NAN,NAN,475702,6923015.9
69743.7,120073.6,-4020.7,1374,13/08/2005,13.314,44.9,49.1,67.4,-0.3,NAN,NAN,NAN,NAN,475743.7,6923073.6
69664.7,120015.9,-4069.5,1379,13/08/2005,14.384,26.9,32.2,43.7,-0.2,NAN,NAN,NAN,NAN,475664.7,6923015.9
69605.9,119964.3,-4055,1383,13/08/2005,15.88,49.6,43.9,64.5,-0.2,NAN,NAN,NAN,NAN,475605.9,6922964.3
69599.1,120133.4,-4084.1,1384,13/08/2005,16.019,51.1,44.4,79.4,-0.4,NAN,NAN,NAN,NAN,475599.1,6923133.4
69610.9,120086.7,-4017.2,1390,13/08/2005,16.659,35.1,30.1,53.8,0,NAN,NAN,NAN,NAN,475610.9,6923086.7
69709.8,120027.6,-4084.3,1392,13/08/2005,16.777,17.7,24.7,38.4,-0.4,NAN,NAN,NAN,NAN,475709.8,6923027.6
69773.7,120079.5,-4075.8,1397,13/08/2005,17.374,32.6,33.6,49.2,-0.6,NAN,NAN,NAN,NAN,475773.7,6923079.5
69707,120041.8,-4089.2,1399,13/08/2005,17.513,30.7,32.7,45.4,0,NAN,NAN,NAN,NAN,475707,6923041.8
69738.1,120071.4,-4122.2,1400,13/08/2005,17.558,32.2,32.9,47.9,-0.1,NAN,NAN,NAN,NAN,475738.1,6923071.4
69713.7,120089.6,-4158.7,1409,13/08/2005,19.065,35.3,37.3,51.6,-0.4,NAN,NAN,NAN,NAN,475713.7,6923089.6
69722.2,119997.8,-3923.5,1415,13/08/2005,19.852,30.3,36.5,58.2,-0.6,NAN,NAN,NAN,NAN,475722.2,6922997.8
69682.5,119983.1,-4136.3,1418,13/08/2005,20.286,28.7,30.7,42.9,0.9,NAN,NAN,NAN,NAN,475682.5,6922983.1
69642.1,120057.5,-4055.7,1429,13/08/2005,21.195,24.5,29.2,40,0,NAN,NAN,NAN,NAN,475642.1,6923057.5
69731.8,120102.2,-4069.6,1432,13/08/2005,22.114,54.4,55.2,85.5,-0.7,NAN,NAN,NAN,NAN,475731.8,6923102.2
69700.3,120066.9,-4118.2,1434,13/08/2005,22.692,17.3,18.4,25.5,-0.2,NAN,NAN,NAN,NAN,475700.3,6923066.9
69539.4,119949.3,-3934.8,1436,13/08/2005,23.131,26.7,25.6,55.1,-0.8,NAN,NAN,NAN,NAN,475539.4,6922949.3
69679.2,120115.3,-4111.5,1442,14/08/2005,0.228,55.1,51,69.4,-0.4,NAN,NAN,NAN,NAN,475679.2,6923115.3
